Names,color_wine,Prices,ML,Ratings,Ratingsnum,Countrys,ABV %,rates,year,brand,location,city,raters_numb
Donnhoff Kreuznacher Kahlenberg Riesling Trocken ,White Wine,39.99,750,0.0,0,"Riesling from Nahe, Germany",12.5,"JS, RP",2020,Riesling,Germany,Nahe,2
Dopff & Irion Cuvee Rene Riesling ,White Wine,22.99,750,0.0,0,"Riesling from Alsace, France",11.0,WE,2019,Riesling,France,Alsace,1
Dopff & Irion Cremant Rose Brut,Sparkling & Champagne,23.99,750,4.0,144,"Sparkling Rosé from Alsace, France",12.5,"SJ, WE",0,Sparkling Rosé,France,Alsace,2
Dopff & Irion Crustaces ,White Wine,17.99,750,4.0,6,"Other White Blends from Alsace, France",0.0,0,2019,Other White Blends,France,Alsace,0
Dos Minas Malbec ,Red Wine,14.99,750,0.0,0,"Malbec from Cafayate Valley, Salta, Argentina",0.0,0,2021,Malbec,Argentina,Salta,0
Dos Minas Tannat ,Red Wine,18.99,750,0.0,0,"Tannat from Cafayate Valley, Salta, Argentina",0.0,0,2020,Tannat,Argentina,Salta,0
Dos Minas Torrontes ,White Wine,14.99,750,0.0,0,"Torrontes from Salta, Argentina",0.0,0,2021,Torrontes,Argentina,Salta,0
Double Canyon Horse Heaven Hills Cabernet Sauvignon ,Red Wine,25.99,750,3.9,309,"Cabernet Sauvignon from Horse Heaven Hills, Columbia Valley, Washington",14.2,"JS, WE",2017,Cabernet Sauvignon,Washington,Columbia Valley,2
Double Canyon Horse Heaven Hills Cabernet Sauvignon ,Red Wine,25.99,750,3.9,7,"Cabernet Sauvignon from Horse Heaven Hills, Columbia Valley, Washington",14.2,"TP, WE, JS",2018,Cabernet Sauvignon,Washington,Columbia Valley,3
Double Diamond by Schrader Oakville Cabernet Sauvignon ,Red Wine,79.99,750,0.0,0,"Cabernet Sauvignon from Oakville, Napa Valley, California",0.0,0,2019,Cabernet Sauvignon,California,Napa Valley,0
Double Eagle Red ,Red Wine,88.99,750,0.0,0,"Bordeaux Red Blends from Napa Valley, California",14.6,"WS, WE, JD",2018,Bordeaux Red Blends,California,Napa Valley,3
Doubleback Cabernet Sauvignon ,Red Wine,159.99,750,0.0,0,"Cabernet Sauvignon from Walla Walla Valley, Columbia Valley, Washington",0.0,"JD, JS",2019,Cabernet Sauvignon,Washington,Columbia Valley,2
dough Chardonnay ,White Wine,19.99,750,3.6,9,Chardonnay from California,14.5,0,2019,Chardonnay,California,_Not_given_,0
dough Cabernet Sauvignon ,Red Wine,23.99,750,3.8,22,"Cabernet Sauvignon from North Coast, California",14.9,0,2019,Cabernet Sauvignon,California,North Coast,0
dough Sauvignon Blanc ,White Wine,17.99,750,0.0,0,"Sauvignon Blanc from North Coast, California",14.0,0,2020,Sauvignon Blanc,California,North Coast,0
dough Pinot Noir ,Red Wine,21.99,750,0.0,0,Pinot Noir from Oregon,12.8,0,2020,Pinot Noir,Oregon,_Not_given_,0
Douloufakis Dafnios Red ,Red Wine,21.99,750,0.0,0,"Other Red Wine from Crete, Greece",13.64,JS,2019,Other Red Wine,Greece,Crete,1
Douloufakis Dafnios White ,White Wine,19.99,750,0.0,0,"Other White Wine from Crete, Greece",0.0,JS,2021,Other White Wine,Greece,Crete,1
Dourthe La Grande Cuvee Sauvignon Blanc ,White Wine,15.99,750,3.4,5,"Sauvignon Blanc from Bordeaux, France",0.0,0,2020,Sauvignon Blanc,France,Bordeaux,0
Dourthe La Grande Cuvee Sauvignon Blanc ,White Wine,15.99,750,0.0,0,"Sauvignon Blanc from Bordeaux, France",0.0,0,2021,Sauvignon Blanc,France,Bordeaux,0
Dourthe La Grande Cuvee Rouge ,Red Wine,21.99,750,0.0,0,"Bordeaux Red Blends from Bordeaux, France",0.0,JS,2018,Bordeaux Red Blends,France,Bordeaux,1
Dow's Vale do Bomfim ,Red Wine,12.99,750,3.9,52,"Other Red Blends from Douro, Portugal",13.5,0,2019,Other Red Blends,Portugal,Douro,0
Dr. H. Thanisch (Erben Müller-Burggraef) Feinherb Riesling Kabinett ,White Wine,19.99,750,0.0,0,"Riesling from Mosel, Germany",0.0,0,2020,Riesling,Germany,Mosel,0
Dr. H. Thanisch (Erben Müller-Burggraef) Feinherb Riesling Kabinett ,White Wine,19.99,750,0.0,0,"Riesling from Mosel, Germany",0.0,0,2019,Riesling,Germany,Mosel,0
Dr. Hermann Dr. H. Mosel Riesling ,White Wine,18.99,750,0.0,0,"Riesling from Mosel, Germany",9.5,RP,2021,Riesling,Germany,Mosel,1
Dr. Hermann Mosel Riesling Trocken ,White Wine,22.99,750,0.0,0,"Riesling from Mosel, Germany",0.0,0,2020,Riesling,Germany,Mosel,0
Dr. Hermann Urziger Wurzgarten Riesling Kabinett ,White Wine,29.99,750,0.0,0,"Riesling from Mosel, Germany",7.5,RP,2020,Riesling,Germany,Mosel,1
Dr. Konstantin Frank Gruner Veltliner ,White Wine,17.99,750,0.0,0,"Gruner Veltliner from Finger Lakes, New York, Other U.S.",0.0,0,2021,Gruner Veltliner,Other U.S.,New York,0
Dr. Konstantin Frank Dry Riesling ,White Wine,17.99,750,0.0,0,"Riesling from Finger Lakes, New York, Other U.S.",12.0,JS,2021,Riesling,Other U.S.,New York,1
Dr. Konstantin Frank Cabernet Franc ,Red Wine,24.99,750,3.6,5,"Cabernet Franc from Finger Lakes, New York, Other U.S.",13.0,0,2019,Cabernet Franc,Other U.S.,New York,0
Dr. Konstantin Frank Semi-Dry Riesling ,White Wine,19.99,750,0.0,0,"Riesling from Finger Lakes, New York, Other U.S.",12.0,0,2021,Riesling,Other U.S.,New York,0
Dr. Loosen Erdener Treppchen Alte Reben Grosses Gewachs ,White Wine,69.99,750,0.0,0,"Riesling from Mosel, Germany",12.5,"JS, V",2018,Riesling,Germany,Mosel,2
Dr. Loosen Graacher Himmelreich Alte Reben Grosses Gewachs ,White Wine,59.99,750,0.0,0,"Riesling from Mosel, Germany",12.5,"JS, V",2018,Riesling,Germany,Mosel,2
Dr. Loosen Bernkasteler Lay Kabinett ,White Wine,29.99,750,3.8,6,"Riesling from Mosel, Germany",0.0,JS,2020,Riesling,Germany,Mosel,1
Dr. Loosen Wehlener Sonnenuhr Alte Reben Riesling Grosses Gewachs ,White Wine,53.99,750,0.0,0,"Riesling from Mosel, Germany",12.5,"WE, W&S",2018,Riesling,Germany,Mosel,2
Dr. Loosen Wehlener Sonnenuhr Riesling Alte Reben Grosses Gewachs Reserve ,White Wine,84.99,750,0.0,0,"Riesling from Mosel, Germany",12.5,JS,2015,Riesling,Germany,Mosel,1
Dr. Loosen Erdener Pralat Goldkapsel Auslese ,White Wine,139.99,750,0.0,0,"Riesling from Mosel, Germany",9.0,0,2020,Riesling,Germany,Mosel,0
Dr. Loosen Urziger Wurzgarten Alte Reben Grosses Gewachs Riesling ,White Wine,84.99,750,0.0,0,"Riesling from Mosel, Germany",12.5,"RP, WE",2016,Riesling,Germany,Mosel,2
Dr. Loosen Wehlener Sonnenuhr Alte Reben Riesling Grosses Gewachs Reserve ,White Wine,86.99,750,0.0,0,"Riesling from Mosel, Germany",0.0,JS,2016,Riesling,Germany,Mosel,1
Dr. Loosen Graacher Himmelreich Alte Reben Grosses Gewachs ,White Wine,54.99,750,0.0,0,"Riesling from Mosel, Germany",12.5,JS,2019,Riesling,Germany,Mosel,1
Dr. Loosen Urziger Wurzgarten Auslese ,White Wine,59.99,750,0.0,0,"Riesling from Mosel, Germany",8.0,"JS, RP",2019,Riesling,Germany,Mosel,2
Dr. Loosen Red Slate Dry Riesling ,White Wine,19.99,750,4.0,7,"Riesling from Mosel, Germany",12.0,0,2020,Riesling,Germany,Mosel,0
Dr. Loosen Wehlener Sonnenuhr Alte Reben Riesling Grosses Gewachs ,White Wine,57.99,750,0.0,0,"Riesling from Mosel, Germany",0.0,"RP, JS",2020,Riesling,Germany,Mosel,2
Dr. Loosen Urziger Wurzgarten Auslese ,White Wine,69.99,750,0.0,0,"Riesling from Mosel, Germany",0.0,0,2020,Riesling,Germany,Mosel,0
Dr. Loosen Wehlener Sonnenuhr Auslese ,White Wine,65.99,750,0.0,0,"Riesling from Mosel, Germany",0.0,0,2020,Riesling,Germany,Mosel,0
Dr. Loosen Erdener Treppchen Riesling Spatlese ,White Wine,36.99,750,3.8,9,"Riesling from Mosel, Germany",8.5,JS,2020,Riesling,Germany,Mosel,1
Dr. Loosen Riesling Beerenauslese (187ML) ,White Wine,25.99,187,0.0,0,"Riesling from Mosel, Germany",7.0,"D, RP",2017,Riesling,Germany,Mosel,2
Dr. Loosen Urziger Wurzgarten Riesling Kabinett ,White Wine,31.99,750,4.1,7,"Riesling from Mosel, Germany",9.0,0,2020,Riesling,Germany,Mosel,0
Dr. Loosen Blue Slate Riesling Kabinett ,White Wine,22.99,750,0.0,0,"Riesling from Mosel, Germany",7.5,0,2021,Riesling,Germany,Mosel,0
Dr. Loosen Urziger Wurzgarten Alte Reben Grosses Gewachs Reserve ,White Wine,89.99,750,0.0,0,"Riesling from Mosel, Germany",0.0,JS,2015,Riesling,Germany,Mosel,1
Dr. Loosen Erdener Treppchen Auslese ,White Wine,54.99,750,0.0,0,"Riesling from Mosel, Germany",0.0,0,2020,Riesling,Germany,Mosel,0
Dr. Loosen Erdener Treppchen Riesling Kabinett ,White Wine,28.99,750,0.0,0,"Riesling from Mosel, Germany",8.5,0,2020,Riesling,Germany,Mosel,0
Dr. Loosen Wehlener Sonnenuhr Riesling Kabinett ,White Wine,31.99,750,3.6,13,"Riesling from Mosel, Germany",0.0,JS,2020,Riesling,Germany,Mosel,1
Dr. Loosen Urziger Wurzgarten Riesling Spatlese ,White Wine,37.99,750,4.0,6,"Riesling from Mosel, Germany",8.0,JS,2020,Riesling,Germany,Mosel,1
Dr. Loosen Erdener Treppchen Alte Reben Grosses Gewachs ,White Wine,59.99,750,0.0,0,"Riesling from Mosel, Germany",13.0,"JS, RP",2020,Riesling,Germany,Mosel,2
Dr. Pauly-Bergweiler Wehlener Sonnenuhr Kabinett ,White Wine,26.99,750,0.0,0,"Riesling from Mosel, Germany",9.5,0,2018,Riesling,Germany,Mosel,0
Dr. Pauly-Bergweiler Noble House Riesling QbA ,White Wine,15.99,750,0.0,0,"Riesling from Mosel, Germany",0.0,0,2020,Riesling,Germany,Mosel,0
Dr. Pauly-Bergweiler Wehlener Sonnenuhr Spatlese ,White Wine,39.99,750,0.0,0,"Riesling from Mosel, Germany",9.0,WE,2018,Riesling,Germany,Mosel,1
Dragonette Cellars Duvarita Vineyard Chardonnay ,White Wine,54.99,750,0.0,0,"Chardonnay from Santa Barbara, Central Coast, California",14.0,"JD, CG",2017,Chardonnay,California,Central Coast,2
Drappier Carte d'Or Brut (375ML half-bottle),Sparkling & Champagne,29.99,375,3.6,10,"Non-Vintage Sparkling Wine from Champagne, France",12.0,"RP, JS, WS",0,Non-Vintage Sparkling Wine,France,Champagne,3
Drappier Zero Dosage Brut Nature Rose,Sparkling & Champagne,63.99,750,0.0,0,"Sparkling Rosé from Champagne, France",12.0,"WS, WE",0,Sparkling Rosé,France,Champagne,2
Drappier Brut Nature André & Michel Pinot Noir Zero Dosage,Sparkling & Champagne,59.99,750,4.5,39,"Non-Vintage Sparkling Wine from Champagne, France",12.0,"WS, WE, BH",0,Non-Vintage Sparkling Wine,France,Champagne,3
Drappier Carte d'Or Brut,Sparkling & Champagne,49.99,750,4.2,150,"Non-Vintage Sparkling Wine from Champagne, France",12.0,"RP, JS, WS",0,Non-Vintage Sparkling Wine,France,Champagne,3
Drappier Grande Sendree Brut ,Sparkling & Champagne,119.99,750,0.0,0,"Vintage Sparkling Wine from Champagne, France",12.0,"RP, WS, JS",2010,Vintage Sparkling Wine,France,Champagne,3
Drappier Carte d'Or Brut (1.5 Liter Magnum),Sparkling & Champagne,119.97,1500,0.0,0,"Non-Vintage Sparkling Wine from Champagne, France",12.0,"RP, JS, WS",0,Non-Vintage Sparkling Wine,France,Champagne,3
Drappier Brut Rose (375ML half-bottle),Sparkling & Champagne,32.99,375,0.0,0,"Sparkling Rosé from Champagne, France",12.0,"WS, RP",0,Sparkling Rosé,France,Champagne,2
Drappier Brut Rose,Sparkling & Champagne,65.99,750,4.1,18,"Sparkling Rosé from Champagne, France",12.0,"WS, RP",0,Sparkling Rosé,France,Champagne,2
Drew Fog Eater Pinot Noir ,Red Wine,52.99,750,0.0,0,"Pinot Noir from Anderson Valley, Mendocino, California",13.5,0,2020,Pinot Noir,California,Mendocino,0
Drinkward Peschon Entre Deux Meres Cabernet Sauvignon ,Red Wine,99.99,750,0.0,0,"Cabernet Sauvignon from Napa Valley, California",0.0,V,2018,Cabernet Sauvignon,California,Napa Valley,1
Driscoll Wine Co Tilth Pinot Noir ,Red Wine,31.99,750,0.0,0,"Pinot Noir from Sonoma Coast, Sonoma County, California",13.5,0,2020,Pinot Noir,California,Sonoma County,0
Driscoll Wine Co Tilth Zinfandel ,Red Wine,24.99,750,0.0,0,Zinfandel from California,0.0,0,2020,Zinfandel,California,_Not_given_,0
Dry Creek Vineyard The Mariner ,Red Wine,50.99,750,0.0,0,"Bordeaux Red Blends from Dry Creek Valley, Sonoma County, California",14.5,"WW, WS",2019,Bordeaux Red Blends,California,Sonoma County,2
Dry Creek Vineyard Dry Chenin Blanc ,White Wine,16.99,750,3.8,84,"Chenin Blanc from Clarksburg, Yolo County, California",12.0,"TP, WW, WE",2020,Chenin Blanc,California,Yolo County,3
Dry Creek Vineyard Fume Blanc ,White Wine,16.99,750,4.2,15,"Sauvignon Blanc from Sonoma County, California",13.5,WW,2021,Sauvignon Blanc,California,Sonoma County,1
Dry Creek Vineyard Old Vine Zinfandel ,Red Wine,37.99,750,4.4,9,"Zinfandel from Dry Creek Valley, Sonoma County, California",14.5,"WW, JD, WE, WS",2019,Zinfandel,California,Sonoma County,4
Dry Creek Vineyard Sauvignon Blanc ,White Wine,18.99,750,0.0,0,"Sauvignon Blanc from Dry Creek Valley, Sonoma County, California",14.1,WW,2021,Sauvignon Blanc,California,Sonoma County,1
Dry River Wines Pinot Noir ,Red Wine,89.99,750,0.0,0,"Pinot Noir from Martinborough, New Zealand",13.0,RP,2018,Pinot Noir,New Zealand,Martinborough,1
Dry River Wines Lovat Syrah ,Red Wine,69.99,750,0.0,0,"Syrah/Shiraz from Martinborough, New Zealand",13.0,RP,2016,Syrah/Shiraz,New Zealand,Martinborough,1
Duboeuf Julienas Chateau des Capitans ,Red Wine,31.99,750,0.0,0,"Gamay from Beaujolais, Burgundy, France",13.0,"JS, WE",2020,Gamay,France,Burgundy,2
Duboeuf Macon-Villages ,White Wine,28.99,750,3.9,7,"Chardonnay from Macon Villages, Maconnais, Burgundy, France",13.0,"JS, WS",2019,Chardonnay,France,Burgundy,2
Duboeuf Merlot ,Red Wine,13.99,750,3.9,10,"Merlot from Pays d’Oc, South of France, France",13.5,0,2017,Merlot,France,South of France,0
Duboeuf Morgon Domaine de Javerniere Cote du Py ,Red Wine,41.99,750,0.0,0,"Gamay from Beaujolais, Burgundy, France",13.0,WE,2018,Gamay,France,Burgundy,1
Duboeuf Merlot ,Red Wine,15.99,750,0.0,0,"Merlot from Pays d’Oc, South of France, France",14.1,0,2019,Merlot,France,South of France,0
Duboeuf Beaujolais Villages ,Red Wine,18.99,750,3.9,14,"Gamay from Beaujolais, Burgundy, France",13.5,0,2020,Gamay,France,Burgundy,0
Duboeuf Cabernet Sauvignon ,Red Wine,13.99,750,3.9,29,"Cabernet Sauvignon from Pays d’Oc, South of France, France",14.5,0,2017,Cabernet Sauvignon,France,South of France,0
Duboeuf Pouilly-Fuisse ,White Wine,43.99,750,0.0,0,"Chardonnay from Pouilly-Fuisse, Maconnais, Burgundy, France",13.0,"JS, WS",2019,Chardonnay,France,Burgundy,2
Duboeuf Morgon Jean-Ernest Descombes ,Red Wine,31.99,750,3.9,8,"Gamay from Beaujolais, Burgundy, France",0.0,JS,2019,Gamay,France,Burgundy,1
Duboeuf Chardonnay ,White Wine,18.99,750,0.0,0,"Chardonnay from Pays d’Oc, South of France, France",14.5,D,2020,Chardonnay,France,South of France,1
Duboeuf Pouilly-Fuisse Emile Beranger ,White Wine,49.99,750,0.0,0,"Chardonnay from Pouilly-Fuisse, Maconnais, Burgundy, France",13.6,"JS, W&S",2019,Chardonnay,France,Burgundy,2
Duboeuf Pinot Noir ,Red Wine,18.99,750,3.6,5,"Pinot Noir from Pays d’Oc, South of France, France",14.5,0,2020,Pinot Noir,France,South of France,0
Duck Hunter Pinot Noir ,Red Wine,29.99,750,3.3,16,"Pinot Noir from Marlborough, New Zealand",13.0,WS,2018,Pinot Noir,New Zealand,Marlborough,1
Duck Hunter Sauvignon Blanc ,White Wine,21.99,750,0.0,0,"Sauvignon Blanc from Marlborough, New Zealand",12.5,WS,2021,Sauvignon Blanc,New Zealand,Marlborough,1
Duckhorn Three Palms Merlot ,Red Wine,109.99,750,0.0,0,"Merlot from Calistoga, Napa Valley, California",14.5,"JS, WW",2019,Merlot,California,Napa Valley,2
Duckhorn The Discussion ,Red Wine,149.99,750,0.0,0,"Bordeaux Red Blends from Napa Valley, California",14.5,"JS, WW",2018,Bordeaux Red Blends,California,Napa Valley,2
Duckhorn Napa Valley Merlot (1.5 Liter Magnum) ,Red Wine,119.99,1500,0.0,0,"Merlot from Napa Valley, California",14.5,WW,2018,Merlot,California,Napa Valley,1
Duckhorn Sauvignon Blanc (375ML half-bottle) ,White Wine,18.99,375,2.9,11,"Sauvignon Blanc from Napa Valley, California",13.5,"WW, WE, JS",2019,Sauvignon Blanc,California,Napa Valley,3
Duckhorn Napa Valley Chardonnay (375ML half-bottle) ,White Wine,19.99,375,0.0,0,"Chardonnay from Napa Valley, California",14.1,"JS, WW",2020,Chardonnay,California,Napa Valley,2
Duckhorn Napa Valley Cabernet Sauvignon (375ML half-bottle) ,Red Wine,43.99,375,4.6,7,"Cabernet Sauvignon from Napa Valley, California",14.5,WW,2019,Cabernet Sauvignon,California,Napa Valley,1
Duckhorn The Discussion (1.5 Liter Magnum) ,Red Wine,289.97,1500,0.0,0,"Bordeaux Red Blends from Napa Valley, California",14.5,"W&S, WW",2016,Bordeaux Red Blends,California,Napa Valley,2
Duckhorn Napa Valley Merlot (375ML half-bottle) ,Red Wine,31.99,375,0.0,0,"Merlot from Napa Valley, California",14.5,"WW, JS",2019,Merlot,California,Napa Valley,2
Duckhorn Napa Valley Chardonnay ,White Wine,29.99,750,0.0,0,"Chardonnay from Napa Valley, California",14.1,WW,2021,Chardonnay,California,Napa Valley,1
Duckhorn Napa Valley Merlot ,Red Wine,55.99,750,0.0,0,"Merlot from Napa Valley, California",14.5,0,2020,Merlot,California,Napa Valley,0
Duckhorn Napa Valley Cabernet Sauvignon ,Red Wine,80.99,750,4.1,35,"Cabernet Sauvignon from Napa Valley, California",14.5,"WW, JS",2019,Cabernet Sauvignon,California,Napa Valley,2
Duckhorn Napa Valley Cabernet Sauvignon (1.5 Liter Magnum) ,Red Wine,159.99,1500,0.0,0,"Cabernet Sauvignon from Napa Valley, California",14.5,"WS, JS, WW, W&S",2018,Cabernet Sauvignon,California,Napa Valley,4
Duckhorn Sauvignon Blanc ,White Wine,27.99,750,4.2,35,"Sauvignon Blanc from North Coast, California",14.1,WW,2021,Sauvignon Blanc,California,North Coast,1
Dueling Pistols Dry Creek Red Blend ,Red Wine,55.99,750,4.2,25,"Other Red Blends from Dry Creek Valley, Sonoma County, California",15.0,"TP, JS, WW, JD",2016,Other Red Blends,California,Sonoma County,4
Duemani Suisassi Syrah ,Red Wine,208.99,750,0.0,0,"Syrah/Shiraz from Tuscany, Italy",0.0,V,2016,Syrah/Shiraz,Italy,Tuscany,1
Duemani CiFRA Cabernet Franc ,Red Wine,39.99,750,0.0,0,"Cabernet Franc from Tuscany, Italy",13.5,"JS, RP",2020,Cabernet Franc,Italy,Tuscany,2
Duemani Suisassi Syrah ,Red Wine,165.99,750,5.0,21,"Syrah/Shiraz from Tuscany, Italy",14.0,"JS, RP",2018,Syrah/Shiraz,Italy,Tuscany,2
Duemani Altrovino Toscana ,Red Wine,50.99,750,5.0,23,"Bordeaux Red Blends from Tuscany, Italy",13.5,"RP, JS, WW",2018,Bordeaux Red Blends,Italy,Tuscany,3
Duemani Cabernet Franc ,Red Wine,179.99,750,4.9,22,"Cabernet Franc from Tuscany, Italy",14.0,"RP, JS",2018,Cabernet Franc,Italy,Tuscany,2
DueTorri Pinot Noir ,Red Wine,15.99,750,0.0,0,"Pinot Noir from Friuli-Venezia Giulia, Italy",12.0,0,2020,Pinot Noir,Italy,Friuli-Venezia Giulia,0
Dugat-Py Pommard La Levriere Vieilles Vignes ,Red Wine,200.99,750,0.0,0,"Pinot Noir from Pommard, Cote de Beaune, Cote d'Or, Burgundy, France",0.0,"D, JM, BH, RP",2018,Pinot Noir,France,Burgundy,4
Dugat-Py Pernand-Vergelesses Sous-Fretille Premier Cru ,White Wine,129.99,750,0.0,0,"Chardonnay from Pernand-Vergelesses, Cote de Beaune, Cote d'Or, Burgundy, France",0.0,0,2013,Chardonnay,France,Burgundy,0
Dugat-Py Pernand-Vergelesses Sous-Fretille Premier Cru ,White Wine,165.99,750,0.0,0,"Chardonnay from Pernand-Vergelesses, Cote de Beaune, Cote d'Or, Burgundy, France",0.0,RP,2019,Chardonnay,France,Burgundy,1
Dugat-Py Mazis-Chambertin Grand Cru ,Red Wine,629.97,750,0.0,0,"Pinot Noir from Gevrey-Chambertin, Cote de Nuits, Cote d'Or, Burgundy, France",0.0,"RP, BH",2003,Pinot Noir,France,Burgundy,2
Dugat-Py Mazoyeres-Chambertin Grand Cru ,Red Wine,889.99,750,0.0,0,"Pinot Noir from Gevrey-Chambertin, Cote de Nuits, Cote d'Or, Burgundy, France",0.0,RP,2019,Pinot Noir,France,Burgundy,1
Dugat-Py Chambertin Grand Cru ,Red Wine,2999.99,750,0.0,0,"Pinot Noir from Cote de Nuits, Cote d'Or, Burgundy, France",0.0,RP,1999,Pinot Noir,France,Burgundy,1
Dugat-Py Gevrey-Chambertin Cuvee Coeur de Roy Tres Vieilles Vignes ,Red Wine,209.99,750,0.0,0,"Pinot Noir from Gevrey-Chambertin, Cote de Nuits, Cote d'Or, Burgundy, France",0.0,"RP, BH",2019,Pinot Noir,France,Burgundy,2
Dugat-Py Vosne-Romanee Vieilles Vignes ,Red Wine,269.99,750,0.0,0,"Pinot Noir from Vosne-Romanee, Cote de Nuits, Cote d'Or, Burgundy, France",0.0,"RP, BH",2019,Pinot Noir,France,Burgundy,2
DuMOL Wester Reach Pinot Noir ,Red Wine,79.99,750,0.0,0,"Pinot Noir from Russian River, Sonoma County, California",13.8,"WE, RP, JD",2020,Pinot Noir,California,Sonoma County,3
DuMOL Napa Valley Cabernet Sauvignon ,Red Wine,119.99,750,0.0,0,"Cabernet Sauvignon from Napa Valley, California",14.3,"WE, CG",2018,Cabernet Sauvignon,California,Napa Valley,2
DuMOL Wester Reach Chardonnay ,White Wine,64.99,750,0.0,0,"Chardonnay from Russian River, Sonoma County, California",14.1,"WE, JD, RP",2020,Chardonnay,California,Sonoma County,3
Dunham Cellars Trutina ,Red Wine,33.99,750,0.0,0,"Bordeaux Red Blends from Columbia Valley, Washington",14.1,0,2019,Bordeaux Red Blends,Washington,Columbia Valley,0
Dunham Cellars Three Legged Red ,Red Wine,24.99,750,3.7,9,"Other Red Blends from Columbia Valley, Washington",13.8,0,2019,Other Red Blends,Washington,Columbia Valley,0
Dunn Howell Mountain Cabernet Sauvignon ,Red Wine,179.99,750,0.0,0,"Cabernet Sauvignon from Howell Mountain, Napa Valley, California",0.0,"V, RP, WS, JD",2017,Cabernet Sauvignon,California,Napa Valley,4
Dunn Howell Mountain Cabernet Sauvignon (1.5 Liter Magnum) ,Red Wine,399.97,1500,0.0,0,"Cabernet Sauvignon from Napa Valley, California",0.0,0,2010,Cabernet Sauvignon,California,Napa Valley,0
Dunn Howell Mountain Cabernet Sauvignon ,Red Wine,175.99,750,0.0,0,"Cabernet Sauvignon from Howell Mountain, Napa Valley, California",13.64,"V, WS, RP",2018,Cabernet Sauvignon,California,Napa Valley,3
Duorum Tons De Duorum White Blend ,White Wine,14.99,750,3.6,11,"Other White Blends from Douro, Portugal",12.5,0,2020,Other White Blends,Portugal,Douro,0
Duorum Colheita ,Red Wine,21.99,750,0.0,0,Other Red Blends from Portugal,14.0,0,2019,Other Red Blends,Portugal,_Not_given_,0
Duorum Tons de Duorum Red Blend ,Red Wine,14.99,750,3.6,23,Other Red Blends from Portugal,13.5,0,2017,Other Red Blends,Portugal,_Not_given_,0
Duorum Tons de Duorum Red Blend ,Red Wine,14.99,750,0.0,0,Other Red Blends from Portugal,14.0,0,2019,Other Red Blends,Portugal,_Not_given_,0
Duorum Old Vines Reserva ,Red Wine,39.99,750,3.9,8,"Other Red Blends from Douro, Portugal",14.0,"WE, JS, RP",2017,Other Red Blends,Portugal,Douro,3
Duorum Colheita ,Red Wine,22.99,750,0.0,0,Other Red Blends from Portugal,14.0,0,2018,Other Red Blends,Portugal,_Not_given_,0
DuPuis Baker Ranch Syrah ,Red Wine,49.99,750,0.0,0,"Syrah/Shiraz from Anderson Valley, Mendocino, California",13.4,0,2018,Syrah/Shiraz,California,Mendocino,0
DuPuis Abel Vineyard Pinot Noir ,Red Wine,59.99,750,0.0,0,"Pinot Noir from Anderson Valley, Mendocino, California",13.2,0,2018,Pinot Noir,California,Mendocino,0
DuPuis Le Benedict Pinot Noir ,Red Wine,49.99,750,0.0,0,"Pinot Noir from Anderson Valley, Mendocino, California",13.5,0,2018,Pinot Noir,California,Mendocino,0
DuPuis Ferrington Vineyard Chardonnay ,White Wine,54.99,750,0.0,0,"Chardonnay from Anderson Valley, Mendocino, California",13.5,0,2019,Chardonnay,California,Mendocino,0
Durant & Booth Bourbon Barrel Aged Cabernet Sauvignon ,Red Wine,37.99,750,4.0,18,"Cabernet Sauvignon from Napa Valley, California",14.5,0,2018,Cabernet Sauvignon,California,Napa Valley,0
Dureuil-Janthial Rully Rouge ,Red Wine,60.99,750,0.0,0,"Pinot Noir from Rully, Cote Chalonnaise, Burgundy, France",0.0,0,2019,Pinot Noir,France,Burgundy,0
Durigutti Malbec Classico ,Red Wine,17.99,750,4.2,19,"Malbec from Mendoza, Argentina",14.0,JS,2019,Malbec,Argentina,Mendoza,1
Durigutti Cabernet Franc Classico ,Red Wine,19.99,750,0.0,0,"Cabernet Franc from Mendoza, Argentina",14.0,0,2019,Cabernet Franc,Argentina,Mendoza,0
Durigutti Bonarda Classico ,Red Wine,18.99,750,3.9,32,"Bonarda from Mendoza, Argentina",14.0,JS,2019,Bonarda,Argentina,Mendoza,1
Dutton-Goldfield Dutton Ranch Pinot Noir ,Red Wine,44.99,750,4.9,15,"Pinot Noir from Russian River, Sonoma County, California",13.5,"WS, BH, JD",2019,Pinot Noir,California,Sonoma County,3
Dutton-Goldfield Cherry Ridge Vineyard Syrah ,Red Wine,54.99,750,0.0,0,"Syrah/Shiraz from Russian River, Sonoma County, California",13.8,"WE, WS, W&S",2016,Syrah/Shiraz,California,Sonoma County,3
Dutton-Goldfield Rued Vineyard Chardonnay ,White Wine,64.99,750,5.0,18,"Chardonnay from Green Valley, Russian River, Sonoma County, California",13.8,WE,2018,Chardonnay,California,Sonoma County,1
Dutton-Goldfield Dutton Ranch Chardonnay ,White Wine,43.99,750,5.0,22,"Chardonnay from Russian River, Sonoma County, California",13.5,0,2019,Chardonnay,California,Sonoma County,0
Duval-Leroy Rose Prestige,Sparkling & Champagne,79.99,750,4.7,6,"Sparkling Rosé from Champagne, France",12.0,0,0,Sparkling Rosé,France,Champagne,0
